Piece Nr;Key;Page nr;Name;Composer;Comment;Tuning;Concordances;TimeInz;Tab;TabNotation
1;;8;Passachaglie;;;guitar;;3;"!strumup![dd,bd3] !strumdown![dd,bd1] | \
!strumup![dd,,d2] !strumup![dd,,b3] !strumdown![dd,,b1] | \
!strumup![bbbdd2] !strumup![bbbdd3] ,d1 | \
!strumup![defdd2] !strumup![ddffd3] ,,e1 | \
!strumup![bcddb2] || !strumup![bcddb3] ,g1 | \
!strumup![ddfdd2] !strumup![ddddd] (e1 d) |";italian5tab
2;;10;[Passachaglie];;;guitar;;3;"!strumup![bdddb3] !strumdown![bdddb1] | \
!strumup![bbddb2] !strumup![bbcd3] !strumdown![bbcd1] | \
!strumup![deffd2] !strumup![deffd3] !strumdown![deffd1] | \
!strumup![gddde2] !strumup![bbddb3] ,,c1 | !strumup![bdddb2] || \
!strumup![bdddb2] ,,,,d1 ,e | X[,g,a2] [d,d] ,,a1 ,g |";italian5tab
3;;12;[Passachaglie];;;guitar;;3;"!strumup![dd,,b3] !strumdown![dd,,b1] | \
[,ed,d2] ,,c3 b1 | !strumup![bdddb2] [,bab] ,d | \
([d,da1] d) !strumup![cdc3] !strumdown![cdc1] | \
!strumup![d,,b2] || !strumup![dd,,b2] ,,,,d1 ,,a | \
!strumup![bcddb2] [,bcd] ,,d1 ,b |";italian5tab
4;;14;[Passachaglie];;;guitar;;3;"!strumup![bbcdd3] !strumdown![bbcdd1] | \
!strumup![,b,cd2] !strumup![,bcc3] b1 | \
!strumup![bcddb2] !strumup![dbdc3] !strumdown![dbdc1] | \
!strumup![bbcd2] !strumup![,b,cd3] !strumdown![,b,cd1] | \
[bbcdd2] || !strumup![ddfgf3] g1 | \
!strumup![dfffd2] !strumup![fdfe3] !strumdown![fdfe1] | \
!strumup![fddf2] !strumup![dbdcb3] !strumdown![dbdcb1] |";italian5tab
5;;16;[Passachaglie];;;guitar;;3;"!strumup![bdc3] !strumdown![bdc1] | \
!strumup![bdc2] !strumup![,bcc3] !strumdown![,bcc1] | \
!strumup![dd,,b2] !strumup![daa3] !strumdown![dc1] | \
!strumup![bda2] !strumup![,ccc3] !strumdown![,ccc1] | \
!strumup![bdc2] || !strumup![fgh1] ,i f h | \
!strumup![gddde2] !strumup![dfffd1] ,g d f |";italian5tab
6;;18;[Passachaglie];;;guitar;;3;"!strumup![,b,cd3] !strumdown![,b,cd1] | \
[db,c2] [,b,c3] ,a1 | !strumup![,bcd2] !strumup![,dcd3] ,,,c1 | \
[b,,a2] [baa3] a1 | !strumup![,b,cd2] || !strumup![dfffd3] ,h1 | \
!strumup![ddffd2] !strumup![ddefd3] !strumdown![ddefd1] | \
!strumup![fgh2] !strumup![fgh3] !strumdown![fgh1] |";italian5tab
7;;20;[Passachaglie];;;guitar;;3;"!strumup![,bcc3] (,d/ ,b) | !strumup![aaa2] !strumup![db,c3] (b/ a) | \
!strumup![bdc2] !strumup![,dbc3] (,b/ ,a) | \
!strumup![,bc2] !strumup![,acc3] (,,c/ ,,b) | !strumup![,bcc2] || \
,,,,a1 ,a ,b (,d/ ,b |";italian5tab
8;;22;[Passachaglie];;;guitar;;3;"!strumup![dd,,c3] !strumdown![dd,,c1] | \
!strumup![cdc2] !strumup![,d,cc3] !strumdown![,d,cc1] | \
!strumup![,b,cd2] [ff,,e3] d1 | !strumup![dbc2] !strumup![cdc3] ,b1 | \
!strumup![dd,,c2] || (,d1 ,a ,b ,d) | \
[,aa2] (,,,e1 ,,,a ,,,c ,,,e) |";italian5tab
9;;24;[Passachaglie];;;guitar;;3;"!strumup![,,,cc2] (,,,c1 ,,,a) | !strumup![,bcc2] !strumup![cdc] (,d1 ,b) | \
!strumup![daa2] !strumup![ddffd] (h1 f) | \
[dfccc2] [ceeec] (,f1 ,e) | !strumup![,,,cc2] || \
[,b,c2] ,,,a1 ,a |";italian5tab
10;;26;[Passachaglie];;;guitar;;3;"!strumup![cdc3] !strumdown![cdc1] | !strumup![fhh2] !strumup![ddfed3] !strumdown![ddfed1] | \
!strumup![haa2] [ffhgf3] h1 | [k,,,a2] [h,a3] [k,,,a1] | \
[l,,a2] || !strumup![fhh3] h1 | [,ih,h2] ,,g3 f1 | \
!strumup![cdeec2] ,,c3 ,d1 |";italian5tab
